48,16,2,0,5210,5070,140,5210
214,16,1,20,5220,5050,150,5200
203,7,1,20,5220,5140,60,5200
115,7,0,10,5230,5150,70,5220
202,7,0,20,5230,5140,70,5210
217,16,9,20,5720,5630,70,5700
41,15,9,0,5720,5660,60,5720
37,15,8,0,5730,5660,70,5730
40,15,8,0,5730,5660,70,5730
253,7,5,30,5760,5710,20,5730
39,15,3,0,5780,5660,120,5780
251,7,3,30,5780,5710,40,5750
219,16,2,20,5790,5630,140,5770
43,15,2,0,5790,5660,130,5790
252,7,2,30,5790,5710,50,5760
218,16,1,20,5800,5630,150,5780
38,15,1,0,5800,5660,140,5800
42,15,1,0,5800,5660,140,5800
250,7,0,30,5810,5710,70,5780
134,12,9,10,6300,6260,30,6290
254,7,6,30,6330,6290,10,6300
211,14,5,20,6340,6230,90,6320
34,12,5,0,6340,6270,70,6340
135,12,5,10,6340,6260,70,6330
136,12,4,10,6350,6260,80,6340
132,12,3,10,6360,6260,90,6350
210,14,0,20,6390,6230,140,6370
139,13,0,10,6390,6250,130,6380
33,12,0,0,6390,6270,120,6390
133,12,0,10,6390,6260,120,6380
131,11,9,10,6880,6850,20,6870
130,11,8,10,6890,6850,30,6880
137,12,6,10,6910,6840,60,6900
128,11,6,10,6910,6850,50,6900
127,11,5,10,6920,6850,60,6910
125,11,3,10,6940,6850,80,6930
126,11,2,10,6950,6850,90,6940
129,11,2,10,6950,6850,90,6940
255,7,2,30,6950,6870,50,6920
118,10,1,10,6960,6860,90,6950
138,12,0,10,6970,6840,120,6960
122,10,9,10,7460,7440,10,7450
206,10,9,20,7460,7430,10,7440
121,10,8,10,7470,7440,20,7460
120,10,6,10,7490,7440,40,7480
119,10,3,10,7520,7440,70,7510
124,10,2,10,7530,7440,80,7520
123,10,1,10,7540,7440,90,7530
